text,intent,entities
How's the weather different in Paris vs Seoul?,weather_comparison,"{'location1': 'Paris', 'location2': 'Seoul'}"
How's the weather different in Berlin vs New York?,weather_comparison,"{'location1': 'Berlin', 'location2': 'New York'}"
"Which is warmer, Rome or here?",weather_comparison,"{'location1': 'Rome', 'location2': 'here'}"
What's the chance of snow in current location?,precipitation_query,{'location': 'current location'}
How do temperatures compare in Sydney and Toronto?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Toronto'}"
Compare current conditions in Mumbai and Tokyo,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Tokyo'}"
What's the heat index in Seoul?,temperature_query,{'location': 'Seoul'}
Compare weather in Paris and Singapore,weather_comparison,"{'location1': 'Paris', 'location2': 'Singapore'}"
"Which is colder, Seoul or Sydney?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Sydney'}"
How's the weather different in Paris vs Sydney?,weather_comparison,"{'location1': 'Paris', 'location2': 'Sydney'}"
Weather contrast between Tokyo and my location,weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
Weather comparison between Singapore and Sydney,weather_comparison,"{'location1': 'Singapore', 'location2': 'Sydney'}"
What's the snow forecast for New York?,precipitation_query,{'location': 'New York'}
Compare temperatures in New York and Moscow,weather_comparison,"{'location1': 'New York', 'location2': 'Moscow'}"
Compare weather in Sydney and London,weather_comparison,"{'location1': 'Sydney', 'location2': 'London'}"
How's the weather different in New York vs San Francisco?,weather_comparison,"{'location1': 'New York', 'location2': 'San Francisco'}"
Temperature comparison between Berlin and Moscow,weather_comparison,"{'location1': 'Berlin', 'location2': 'Moscow'}"
Weather contrast between San Francisco and Berlin,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Berlin'}"
Weather difference between London and Seoul,weather_comparison,"{'location1': 'London', 'location2': 'Seoul'}"
Weather contrast between Rome and Tokyo,weather_comparison,"{'location1': 'Rome', 'location2': 'Tokyo'}"
How do temperatures compare in Rome and Moscow?,weather_comparison,"{'location1': 'Rome', 'location2': 'Moscow'}"
What's it like outside in current location?,current_weather,{'location': 'current location'}
Temperature comparison between London and my location,weather_comparison,"{'location1': 'London', 'location2': 'my location'}"
How do temperatures compare in Mumbai and Moscow?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Moscow'}"
Compare temperatures in Toronto and London,weather_comparison,"{'location1': 'Toronto', 'location2': 'London'}"
Temperature in here right now,temperature_query,{'location': 'here'}
How does the weather in Moscow compare to Singapore?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Singapore'}"
"Which is warmer, Mumbai or Seoul?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'Seoul'}"
Compare current conditions in Seoul and current location,weather_comparison,"{'location1': 'Seoul', 'location2': 'current location'}"
Compare current conditions in San Francisco and here,weather_comparison,"{'location1': 'San Francisco', 'location2': 'here'}"
Will it be sunny in current location tomorrow?,weather_forecast,{'location': 'current location'}
Weather comparison: Moscow versus Seoul,weather_comparison,"{'location1': 'Moscow', 'location2': 'Seoul'}"
Weather difference between London and Rome,weather_comparison,"{'location1': 'London', 'location2': 'Rome'}"
Compare weather in my location and Rome,weather_comparison,"{'location1': 'my location', 'location2': 'Rome'}"
"Which is colder, Moscow or San Francisco?",weather_comparison,"{'location1': 'Moscow', 'location2': 'San Francisco'}"
Temperature reading for San Francisco,temperature_query,{'location': 'San Francisco'}
"Which city has better weather, Berlin or current location?",weather_comparison,"{'location1': 'Berlin', 'location2': 'current location'}"
How do temperatures compare in Seoul and Rome?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Rome'}"
Compare temperatures in current location and here,weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
"Which is warmer, San Francisco or Berlin?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Berlin'}"
Temperature comparison between Amsterdam and New York,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'New York'}"
How's the weather different in Seoul vs here?,weather_comparison,"{'location1': 'Seoul', 'location2': 'here'}"
"Which city has better weather, San Francisco or New York?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'New York'}"
"Which city has better weather, current location or Singapore?",weather_comparison,"{'location1': 'current location', 'location2': 'Singapore'}"
"Which is colder, Singapore or San Francisco?",weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
Weather comparison between Dubai and Toronto,weather_comparison,"{'location1': 'Dubai', 'location2': 'Toronto'}"
"Which is colder, Toronto or Amsterdam?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Amsterdam'}"
"Which is colder, New York or my location?",weather_comparison,"{'location1': 'New York', 'location2': 'my location'}"
What's the weather difference between Toronto and my location?,weather_comparison,"{'location1': 'Toronto', 'location2': 'my location'}"
"Which city has better weather, Amsterdam or Moscow?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Moscow'}"
Compare weather in London and Singapore,weather_comparison,"{'location1': 'London', 'location2': 'Singapore'}"
Compare temperatures in Toronto and Berlin,weather_comparison,"{'location1': 'Toronto', 'location2': 'Berlin'}"
Weather contrast between Tokyo and New York,weather_comparison,"{'location1': 'Tokyo', 'location2': 'New York'}"
"Which is warmer, Mumbai or Amsterdam?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'Amsterdam'}"
How's the weather different in Amsterdam vs Sydney?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
What's the mercury reading in Singapore?,temperature_query,{'location': 'Singapore'}
Compare temperatures in Mumbai and Seoul,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Seoul'}"
How's the weather different in Moscow vs Dubai?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Dubai'}"
What's the heat index in Dubai?,temperature_query,{'location': 'Dubai'}
Weather outlook for my location,weather_forecast,{'location': 'my location'}
Weather contrast between Rome and Singapore,weather_comparison,"{'location1': 'Rome', 'location2': 'Singapore'}"
What's the weather difference between Moscow and Seoul?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Seoul'}"
Is it going to rain in here?,precipitation_query,{'location': 'here'}
How's the weather different in London vs Seoul?,weather_comparison,"{'location1': 'London', 'location2': 'Seoul'}"
"Which city has better weather, Dubai or Paris?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Paris'}"
How cold is it in Paris?,temperature_query,{'location': 'Paris'}
Weather update for Berlin,current_weather,{'location': 'Berlin'}
What's the weather going to be like this week in Tokyo?,weather_forecast,{'location': 'Tokyo'}
Weather contrast between Singapore and New York,weather_comparison,"{'location1': 'Singapore', 'location2': 'New York'}"
What's the weather difference between Amsterdam and San Francisco?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'San Francisco'}"
Weather comparison: here versus Berlin,weather_comparison,"{'location1': 'here', 'location2': 'Berlin'}"
Compare current conditions in London and Seoul,weather_comparison,"{'location1': 'London', 'location2': 'Seoul'}"
Compare temperatures in my location and Amsterdam,weather_comparison,"{'location1': 'my location', 'location2': 'Amsterdam'}"
Weather comparison: New York versus Mumbai,weather_comparison,"{'location1': 'New York', 'location2': 'Mumbai'}"
Weather comparison between Paris and current location,weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
How's the temperature in here?,temperature_query,{'location': 'here'}
"Which is warmer, Amsterdam or Paris?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Paris'}"
"Which city has better weather, Moscow or current location?",weather_comparison,"{'location1': 'Moscow', 'location2': 'current location'}"
How's the weather different in Dubai vs my location?,weather_comparison,"{'location1': 'Dubai', 'location2': 'my location'}"
"Which city has better weather, my location or San Francisco?",weather_comparison,"{'location1': 'my location', 'location2': 'San Francisco'}"
"Which is warmer, Dubai or Paris?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Paris'}"
Compare current conditions in Amsterdam and London,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'London'}"
What's the snow forecast for Paris?,precipitation_query,{'location': 'Paris'}
"Which city has better weather, Paris or Seoul?",weather_comparison,"{'location1': 'Paris', 'location2': 'Seoul'}"
How's the weather different in my location vs Paris?,weather_comparison,"{'location1': 'my location', 'location2': 'Paris'}"
Compare temperatures in Moscow and Toronto,weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
How do temperatures compare in current location and Mumbai?,weather_comparison,"{'location1': 'current location', 'location2': 'Mumbai'}"
"Which city has better weather, Singapore or Amsterdam?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Amsterdam'}"
What's the weather difference between Toronto and Rome?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
"Which is warmer, Moscow or Paris?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Paris'}"
Temperature comparison between Seoul and here,weather_comparison,"{'location1': 'Seoul', 'location2': 'here'}"
"Which is colder, Seoul or Singapore?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Singapore'}"
What's the weather difference between current location and Seoul?,weather_comparison,"{'location1': 'current location', 'location2': 'Seoul'}"
Will it rain today in Sydney?,precipitation_query,{'location': 'Sydney'}
Temperature comparison between San Francisco and London,weather_comparison,"{'location1': 'San Francisco', 'location2': 'London'}"
What's the precipitation chance in Rome?,precipitation_query,{'location': 'Rome'}
Weather difference between Dubai and Mumbai,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
What's the weather going to be like in Mumbai tomorrow?,weather_forecast,{'location': 'Mumbai'}
Compare temperatures in Rome and Dubai,weather_comparison,"{'location1': 'Rome', 'location2': 'Dubai'}"
Weather contrast between Toronto and San Francisco,weather_comparison,"{'location1': 'Toronto', 'location2': 'San Francisco'}"
Weather difference between Singapore and Rome,weather_comparison,"{'location1': 'Singapore', 'location2': 'Rome'}"
Compare weather in here and Rome,weather_comparison,"{'location1': 'here', 'location2': 'Rome'}"
What's the rain forecast for Moscow?,precipitation_query,{'location': 'Moscow'}
Compare temperatures in Seoul and London,weather_comparison,"{'location1': 'Seoul', 'location2': 'London'}"
What's the weather difference between Amsterdam and Moscow?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Moscow'}"
"Which is warmer, Toronto or my location?",weather_comparison,"{'location1': 'Toronto', 'location2': 'my location'}"
Temperature comparison between Mumbai and my location,weather_comparison,"{'location1': 'Mumbai', 'location2': 'my location'}"
How's the weather different in San Francisco vs Rome?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Rome'}"
"Which is colder, Seoul or Tokyo?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Tokyo'}"
Weather comparison between Paris and Sydney,weather_comparison,"{'location1': 'Paris', 'location2': 'Sydney'}"
Weather difference between New York and Moscow,weather_comparison,"{'location1': 'New York', 'location2': 'Moscow'}"
