text,intent,entities
"Which is warmer, Dubai or Tokyo?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Tokyo'}"
How do temperatures compare in London and Rome?,weather_comparison,"{'location1': 'London', 'location2': 'Rome'}"
What's the weather difference between Sydney and Singapore?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Singapore'}"
Compare current conditions in Moscow and Singapore,weather_comparison,"{'location1': 'Moscow', 'location2': 'Singapore'}"
"Which city has better weather, Berlin or Rome?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Rome'}"
How do temperatures compare in Mumbai and current location?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'current location'}"
Weather difference between Moscow and Toronto,weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
Compare temperatures in New York and here,weather_comparison,"{'location1': 'New York', 'location2': 'here'}"
How's the weather different in Tokyo vs Rome?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Rome'}"
Compare current conditions in here and Mumbai,weather_comparison,"{'location1': 'here', 'location2': 'Mumbai'}"
Compare weather in Toronto and my location,weather_comparison,"{'location1': 'Toronto', 'location2': 'my location'}"
"Which is warmer, Moscow or San Francisco?",weather_comparison,"{'location1': 'Moscow', 'location2': 'San Francisco'}"
Weather comparison: my location versus current location,weather_comparison,"{'location1': 'my location', 'location2': 'current location'}"
Compare weather in Dubai and Tokyo,weather_comparison,"{'location1': 'Dubai', 'location2': 'Tokyo'}"
Weather difference between Amsterdam and Berlin,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Berlin'}"
Weather contrast between Berlin and here,weather_comparison,"{'location1': 'Berlin', 'location2': 'here'}"
What's the rain forecast for Tokyo?,precipitation_query,{'location': 'Tokyo'}
How's the weather different in Amsterdam vs here?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'here'}"
Weather comparison: Rome versus Dubai,weather_comparison,"{'location1': 'Rome', 'location2': 'Dubai'}"
Compare current conditions in current location and Paris,weather_comparison,"{'location1': 'current location', 'location2': 'Paris'}"
"Which is warmer, Tokyo or San Francisco?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'San Francisco'}"
"Which city has better weather, Tokyo or my location?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
Compare temperatures in here and Sydney,weather_comparison,"{'location1': 'here', 'location2': 'Sydney'}"
"Which is colder, Rome or San Francisco?",weather_comparison,"{'location1': 'Rome', 'location2': 'San Francisco'}"
How's the weather different in Berlin vs here?,weather_comparison,"{'location1': 'Berlin', 'location2': 'here'}"
Compare weather in Tokyo and here,weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
"Which is colder, Berlin or Seoul?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Seoul'}"
Weather difference between London and here,weather_comparison,"{'location1': 'London', 'location2': 'here'}"
How's the weather different in Mumbai vs Singapore?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Singapore'}"
What's the weather difference between Berlin and San Francisco?,weather_comparison,"{'location1': 'Berlin', 'location2': 'San Francisco'}"
What's the weather difference between Singapore and Toronto?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Toronto'}"
What's the mercury reading in Singapore?,temperature_query,{'location': 'Singapore'}
Tell me about today's weather in Berlin,current_weather,{'location': 'Berlin'}
"Which is warmer, Moscow or my location?",weather_comparison,"{'location1': 'Moscow', 'location2': 'my location'}"
Is it going to rain in New York?,precipitation_query,{'location': 'New York'}
How's the weather different in Amsterdam vs Paris?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Paris'}"
What's the weather going to be like in San Francisco tomorrow?,weather_forecast,{'location': 'San Francisco'}
What's the weather difference between London and Berlin?,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
"Which is warmer, Sydney or my location?",weather_comparison,"{'location1': 'Sydney', 'location2': 'my location'}"
How do temperatures compare in San Francisco and Seoul?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Seoul'}"
Weather comparison: London versus Paris,weather_comparison,"{'location1': 'London', 'location2': 'Paris'}"
What's the weather difference between New York and Seoul?,weather_comparison,"{'location1': 'New York', 'location2': 'Seoul'}"
How's the weather different in Mumbai vs Toronto?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Toronto'}"
"Which city has better weather, Rome or Seoul?",weather_comparison,"{'location1': 'Rome', 'location2': 'Seoul'}"
What's the weather difference between current location and Seoul?,weather_comparison,"{'location1': 'current location', 'location2': 'Seoul'}"
Can you tell me the weather in Sydney?,current_weather,{'location': 'Sydney'}
What's the weather difference between New York and Dubai?,weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
What's the weather difference between Paris and Dubai?,weather_comparison,"{'location1': 'Paris', 'location2': 'Dubai'}"
"Which city has better weather, Dubai or New York?",weather_comparison,"{'location1': 'Dubai', 'location2': 'New York'}"
Compare weather in Paris and Singapore,weather_comparison,"{'location1': 'Paris', 'location2': 'Singapore'}"
Weather comparison between Tokyo and Moscow,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
Weather difference between Sydney and Dubai,weather_comparison,"{'location1': 'Sydney', 'location2': 'Dubai'}"
"Which city has better weather, Berlin or London?",weather_comparison,"{'location1': 'Berlin', 'location2': 'London'}"
Weather difference between San Francisco and Paris,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Paris'}"
Weather comparison: New York versus San Francisco,weather_comparison,"{'location1': 'New York', 'location2': 'San Francisco'}"
Compare current conditions in Amsterdam and Mumbai,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Mumbai'}"
What's the temperature in New York?,temperature_query,{'location': 'New York'}
Weather comparison: Berlin versus Sydney,weather_comparison,"{'location1': 'Berlin', 'location2': 'Sydney'}"
How's the weather different in Berlin vs Sydney?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Sydney'}"
Weather comparison between Moscow and current location,weather_comparison,"{'location1': 'Moscow', 'location2': 'current location'}"
"Which city has better weather, Dubai or Paris?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Paris'}"
"Which city has better weather, here or Berlin?",weather_comparison,"{'location1': 'here', 'location2': 'Berlin'}"
Compare temperatures in Paris and San Francisco,weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
Precipitation forecast for Singapore,precipitation_query,{'location': 'Singapore'}
"Which city has better weather, Dubai or Berlin?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Berlin'}"
How's the weather different in Seoul vs my location?,weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
"Which is colder, here or San Francisco?",weather_comparison,"{'location1': 'here', 'location2': 'San Francisco'}"
What's the weather difference between Dubai and Mumbai?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
Temperature comparison between my location and Dubai,weather_comparison,"{'location1': 'my location', 'location2': 'Dubai'}"
Compare weather in Rome and Tokyo,weather_comparison,"{'location1': 'Rome', 'location2': 'Tokyo'}"
Temperature comparison between Moscow and Tokyo,weather_comparison,"{'location1': 'Moscow', 'location2': 'Tokyo'}"
Temperature comparison between Paris and New York,weather_comparison,"{'location1': 'Paris', 'location2': 'New York'}"
How does the weather in San Francisco compare to Sydney?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Sydney'}"
How's the weather different in London vs Toronto?,weather_comparison,"{'location1': 'London', 'location2': 'Toronto'}"
What's the weather difference between Rome and Seoul?,weather_comparison,"{'location1': 'Rome', 'location2': 'Seoul'}"
What's the feels like temperature in Sydney?,temperature_query,{'location': 'Sydney'}
What's the snow forecast for Mumbai?,precipitation_query,{'location': 'Mumbai'}
How's the weather different in Toronto vs Rome?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
How's the weather different in here vs Singapore?,weather_comparison,"{'location1': 'here', 'location2': 'Singapore'}"
What's the temperature going to be in current location?,temperature_query,{'location': 'current location'}
Weather difference between Toronto and Berlin,weather_comparison,"{'location1': 'Toronto', 'location2': 'Berlin'}"
Weather comparison between San Francisco and my location,weather_comparison,"{'location1': 'San Francisco', 'location2': 'my location'}"
"Which is colder, Moscow or Paris?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Paris'}"
Compare temperatures in Paris and Singapore,weather_comparison,"{'location1': 'Paris', 'location2': 'Singapore'}"
How do temperatures compare in Paris and London?,weather_comparison,"{'location1': 'Paris', 'location2': 'London'}"
How's the weather different in Sydney vs Seoul?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Seoul'}"
What's the weather difference between Toronto and here?,weather_comparison,"{'location1': 'Toronto', 'location2': 'here'}"
What's the weather difference between Sydney and Dubai?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Dubai'}"
Compare weather in Moscow and New York,weather_comparison,"{'location1': 'Moscow', 'location2': 'New York'}"
Weather contrast between London and Dubai,weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
"Which city has better weather, Paris or Mumbai?",weather_comparison,"{'location1': 'Paris', 'location2': 'Mumbai'}"
How does the weather in New York compare to Seoul?,weather_comparison,"{'location1': 'New York', 'location2': 'Seoul'}"
Compare temperatures in San Francisco and Dubai,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Dubai'}"
Weather contrast between here and Rome,weather_comparison,"{'location1': 'here', 'location2': 'Rome'}"
Temperature reading for Sydney,temperature_query,{'location': 'Sydney'}
"Which is warmer, London or Singapore?",weather_comparison,"{'location1': 'London', 'location2': 'Singapore'}"
What's the current weather in current location?,current_weather,{'location': 'current location'}
"Which is warmer, London or Dubai?",weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
Compare current conditions in Paris and here,weather_comparison,"{'location1': 'Paris', 'location2': 'here'}"
Weather comparison: Mumbai versus Paris,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Paris'}"
"Which is colder, New York or here?",weather_comparison,"{'location1': 'New York', 'location2': 'here'}"
What's the weather difference between Dubai and Sydney?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Sydney'}"
Temperature comparison between London and Amsterdam,weather_comparison,"{'location1': 'London', 'location2': 'Amsterdam'}"
Weather difference between Singapore and Paris,weather_comparison,"{'location1': 'Singapore', 'location2': 'Paris'}"
Weather comparison between London and current location,weather_comparison,"{'location1': 'London', 'location2': 'current location'}"
"Which city has better weather, Rome or Tokyo?",weather_comparison,"{'location1': 'Rome', 'location2': 'Tokyo'}"
Will it rain tomorrow in Berlin?,weather_forecast,{'location': 'Berlin'}
Weather contrast between London and current location,weather_comparison,"{'location1': 'London', 'location2': 'current location'}"
Compare temperatures in here and Moscow,weather_comparison,"{'location1': 'here', 'location2': 'Moscow'}"
"Which city has better weather, Dubai or Mumbai?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
Weather comparison: Berlin versus my location,weather_comparison,"{'location1': 'Berlin', 'location2': 'my location'}"
Weather difference between New York and Tokyo,weather_comparison,"{'location1': 'New York', 'location2': 'Tokyo'}"
